code,img_file,img_d,img_c,img_manufacturer,imprint1,imprint2,color,shape,score,logo,Remarks,Check code,,,,
DIGO07,DIGO07_20200317_OUT2.jpg,17/03/2020,Packaging,BTG International Ltd.,,,,,,,,DIGOXIN IMMUNE FAB (OVINE) INJECTION 40MG,,,,
DIGO07,DIGO07_20200317_OUT3.jpg,17/03/2020,Packaging,BTG International Ltd.,,,,,,,,DIGOXIN IMMUNE FAB (OVINE) INJECTION 40MG,,,,
DIHY02,DIHY02_20200213_INN1.jpg,13/02/2020,Loose pill,GlaxoSmithKline,DF 118,[NOIMPRINT],White,Round,,,,DIHYDROCODEINE TARTRATE TABLET 30MG,,,,
DIHY02,DIHY02_20200213_OUT1.jpg,13/02/2020,Packaging,GlaxoSmithKline,,,,,,,,DIHYDROCODEINE TARTRATE TABLET 30MG,,,,
DIME03,DIME03_20200215_OUT1.jpg,15/02/2020,Packaging,(?) Crovis Philcom SRL,,,,,,,,DIMENHYDRINATE RECTAL SUPPOSITORY 50MG,,,,
DIME03,DIME03_20200215_OUT2.jpg,15/02/2020,Content,(?) Crovis Philcom SRL,,,,,,,,DIMENHYDRINATE RECTAL SUPPOSITORY 50MG,,,,
DIOC02,DIOC02_20200220_OUT1.jpg,20/02/2020,Content,Ipsen,,,,,,,,DIOCTAHEDRAL SMECTITE POWDER 3G/SACHET,,,,
DIOC02,DIOC02_20200220_OUT2.jpg,20/02/2020,Packaging,Ipsen,,,,,,,,DIOCTAHEDRAL SMECTITE POWDER 3G/SACHET,,,,
DIOC02,DIOC02_20200220_OUT3.jpg,20/02/2020,Packaging,Ipsen,,,,,,,,DIOCTAHEDRAL SMECTITE POWDER 3G/SACHET,,,,
DIPH01,DIPH01_20200213_INN1.jpg,13/02/2020,Loose pill,Synco,[NOIMPRINT],[NOIMPRINT],Pink; White,Capsule,,,,DIPHENHYDRAMINE HCL CAPSULE 25MG,,,,
DIPH01,DIPH01_20200213_OUT1.jpg,13/02/2020,Packaging,Synco,,,,,,,,DIPHENHYDRAMINE HCL CAPSULE 25MG,,,,
DIPH14,DIPH14_20200215_OUT1.jpg,15/02/2020,Packaging,Medipharma Limited,,,,,,,,DIPHENHYDRAMINE COMPOUND LINCTUS,,,,
DIPH40,DIPH40_20200317_OUT1.jpg,17/03/2020,Packaging & Content,Sanofi Pasteur,,,,,,,,DIPH/TET/A.PER/POLIO(INACT)(TETRAXIM)2 NEEDLE VACCINE 0.5ML,,,,
DIPH40,DIPH40_20200317_OUT2.jpg,17/03/2020,Packaging & Content,Sanofi Pasteur,,,,,,,,DIPH/TET/A.PER/POLIO(INACT)(TETRAXIM)2 NEEDLE VACCINE 0.5ML,,,,
DIPH40,DIPH40_20200317_OUT3.jpg,17/03/2020,Packaging,Sanofi Pasteur,,,,,,,,DIPH/TET/A.PER/POLIO(INACT)(TETRAXIM)2 NEEDLE VACCINE 0.5ML,,,,
DIPH40,DIPH40_20200317_OUT4.jpg,17/03/2020,Packaging,Sanofi Pasteur,,,,,,,,DIPH/TET/A.PER/POLIO(INACT)(TETRAXIM)2 NEEDLE VACCINE 0.5ML,,,,
DIPY01,DIPY01_20200213_INN1.jpg,13/02/2020,Loose pill,Yung Shin Pharma,YSP 183,[NOIMPRINT],Orange Red,Round,,,,DIPYRIDAMOLE TABLET 25MG,,,,
DIPY01,DIPY01_20200213_OUT1.jpg,13/02/2020,Packaging,Yung Shin Pharma,,,,,,,,DIPYRIDAMOLE TABLET 25MG,,,,
DISO17,DISO17_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Hospira,,,,,,,,DISODIUM PAMIDRONATE INFUSION 3MG/ML 10ML,,,,
DISO17,DISO17_20200218_OUT2.jpg,18/02/2020,Packaging,Hospira,,,,,,,,DISODIUM PAMIDRONATE INFUSION 3MG/ML 10ML,,,,
DISO17,DISO17_20200218_OUT3.jpg,18/02/2020,Packaging,Hospira,,,,,,,,DISODIUM PAMIDRONATE INFUSION 3MG/ML 10ML,,,,
DOBU01,DOBU01_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Hospira,,,,,,,,DOBUTAMINE (HCL) INJECTION 12.5MG/ML 20ML,,,,
DOBU01,DOBU01_20200406_OUT1.jpg,06/04/2020,Packaging & Content,Hospira,,,,,,,,DOBUTAMINE (HCL) INJECTION 12.5MG/ML 20ML,,,,
DOBU01,DOBU01_20200406_OUT2.jpg,06/04/2020,Packaging & Content,Hospira,,,,,,,,DOBUTAMINE (HCL) INJECTION 12.5MG/ML 20ML,,,,
DOCU02,DOCU02_20200213_INN1.jpg,13/02/2020,Loose pill,Pharmascience Inc.,PMS,100,Translucent Red,Oblong,,,,DOCUSATE SODIUM CAPSULE 100MG,,,,
DOCU02,DOCU02_20200213_OUT1.jpg,13/02/2020,Packaging,Pharmascience Inc.,,,,,,,,DOCUSATE SODIUM CAPSULE 100MG,,,,
DOLU01,DOLU01_20200220_INN1.jpg,20/02/2020,Loose pill,ViiV Healthcare,SV 572,50,Dark Yellow,Round,,,,DOLUTEGRAVIR (SODIUM) TABLET 50MG,,,,
DOLU01,DOLU01_20200220_OUT1.jpg,20/02/2020,Packaging,ViiV Healthcare,,,,,,,,DOLUTEGRAVIR (SODIUM) TABLET 50MG,,,,
DOPA02,DOPA02_20200218_OUT1.jpg,18/02/2020,Content,Basi Laboratories,,,,,,,,DOPAMINE HCL INJECTION 40MG/ML 5ML,,,,
DOPA02,DOPA02_20200218_OUT2.jpg,18/02/2020,Packaging,Basi Laboratories,,,,,,,,DOPAMINE HCL INJECTION 40MG/ML 5ML,,,,
DORN02,DORN02_20200406_OUT1.jpg,06/04/2020,Packaging,Roche,,,,,,,,DORNASE ALFA NEBULIZING SOLN 1MG/ML 2.5ML,,,,
DORZ01,DORZ01_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Chemill Institutional,,,,,,,,DORZOLAMIDE (HCL) EYE DROPS 2% 5ML,,,,
DORZ01,DORZ01_20200218_OUT2.jpg,18/02/2020,Packaging,Chemill Institutional,,,,,,,,DORZOLAMIDE (HCL) EYE DROPS 2% 5ML,,,,
DORZ01,DORZ01_20200218_OUT3.jpg,18/02/2020,Packaging,Chemill Institutional,,,,,,,,DORZOLAMIDE (HCL) EYE DROPS 2% 5ML,,,,
DULA02,DULA02_20200406_OUT1.jpg,06/04/2020,Packaging,Lilly,,,,,,,,DULAGLUTIDE (TRULICITY) PREFILLED PEN 1.5MG/0.5ML,,,,
DULA02,DULA02_20200406_OUT2.jpg,06/04/2020,Packaging,Lilly,,,,,,,,DULAGLUTIDE (TRULICITY) PREFILLED PEN 1.5MG/0.5ML,,,,
DULA02,DULA02_20200406_OUT3.jpg,06/04/2020,Content,Lilly,,,,,,,,DULAGLUTIDE (TRULICITY) PREFILLED PEN 1.5MG/0.5ML,,,,
DULA03,DULA03_20200317_OUT1.jpg,17/03/2020,Packaging,Eli Lily,,,,,,,,DULAGLUTIDE (TRULICITY) PREFILLED PEN 0.75MG/0.5ML,,,,
DULA03,DULA03_20200317_OUT2.jpg,17/03/2020,Packaging,Eli Lily,,,,,,,,DULAGLUTIDE (TRULICITY) PREFILLED PEN 0.75MG/0.5ML,,,,
DULA03,DULA03_20200317_OUT3.jpg,17/03/2020,Content,Eli Lily,,,,,,,,DULAGLUTIDE (TRULICITY) PREFILLED PEN 0.75MG/0.5ML,,,,
DYAZ01,DYAZ01_20200213_INN1.jpg,13/02/2020,Loose pill,Apotex Inc.,APO 50-25,[NOIMPRINT],Pink,Round,S1,,,DYAZIDE (OR EQUIV) TABLET,,,,
DYAZ01,DYAZ01_20200213_OUT1.jpg,13/02/2020,Packaging,Apotex Inc.,,,,,,,,DYAZIDE (OR EQUIV) TABLET,,,,
EMUL05,EMUL05_20200215_OUT1.jpg,15/02/2020,Packaging,Europharm Lab Co. Ltd.,,,,,,,,EMULSIFYING OINTMENT 100G,,,,
ENBU01,ENBU01_20200317_OUT1.jpg,17/03/2020,Packaging,"B. Braun Surgical, S.A.",,,,,,,,ENBUCRILATE TISSUE ADHESIVE 0.5G/0.5ML,,,,
ENBU01,ENBU01_20200317_OUT2.jpg,17/03/2020,Packaging,"B. Braun Surgical, S.A.",,,,,,,,ENBUCRILATE TISSUE ADHESIVE 0.5G/0.5ML,,,,
ENBU01,ENBU01_20200317_OUT3.jpg,17/03/2020,Packaging,"B. Braun Surgical, S.A.",,,,,,,,ENBUCRILATE TISSUE ADHESIVE 0.5G/0.5ML,,,,
ENOX01,ENOX01_20200218_OUT1.jpg,18/02/2020,Packaging,Sanofi aventis,,,,,,,,ENOXAPARIN SODIUM PREFILLED SYRINGE 20MG/0.2ML,,,,
ENOX01,ENOX01_20200218_OUT2.jpg,18/02/2020,Content,Sanofi aventis,,,,,,,,ENOXAPARIN SODIUM PREFILLED SYRINGE 20MG/0.2ML,,,,
ENOX01,ENOX01_20200218_OUT3.jpg,18/02/2020,Content,Sanofi aventis,,,,,,,,ENOXAPARIN SODIUM PREFILLED SYRINGE 20MG/0.2ML,,,,
ENOX02,ENOX02_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Sanofi aventis,,,,,,,,ENOXAPARIN SODIUM PREFILLED SYRINGE 40MG/0.4ML,,,,
ENOX02,ENOX02_20200218_OUT2.jpg,18/02/2020,Content,Sanofi aventis,,,,,,,,ENOXAPARIN SODIUM PREFILLED SYRINGE 40MG/0.4ML,,,,
ENOX03,ENOX03_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Sanofi aventis,,,,,,,,ENOXAPARIN SODIUM PREFILLED SYRINGE 60MG/0.6ML,,,,
ENOX03,ENOX03_20200218_OUT2.jpg,18/02/2020,Content,Sanofi aventis,,,,,,,,ENOXAPARIN SODIUM PREFILLED SYRINGE 60MG/0.6ML,,,,
ENTA01,ENTA01_20200213_INN1.jpg,13/02/2020,Loose pill,Novartis,COMTAN,[NOIMPRINT],Light Brown,Oblong,,,,ENTACAPONE TABLET 200MG,,,,
ENTA01,ENTA01_20200213_OUT1.jpg,13/02/2020,Packaging,Novartis,,,,,,,,ENTACAPONE TABLET 200MG,,,,
ERTA01,ERTA01_20200218_OUT1.jpg,18/02/2020,Packaging & Content,MSD,,,,,,,,ERTAPENEM INJECTION 1G,,,,
ERYT05,ERYT05_20200109_INN1.jpg,09/01/2020,Loose pill,Apotex Inc.,APO-250,[NOIMPRINT],Brght Pink,Oblong,,,,ERYTHROMYCIN BASE TABLET 250MG,,,,
ERYT05,ERYT05_20200109_OUT1.jpg,09/01/2020,Packaging,Apotex Inc.,,,,,,,,ERYTHROMYCIN BASE TABLET 250MG,,,,
ESOM03,ESOM03_20200218_OUT1.jpg,18/02/2020,Packaging & Content,"Laboratorios Normon, S.A.",,,,,,,,ESOMEPRAZOLE (SODIUM) INJ/INF 40MG,,,,
ESOM03,ESOM03_20200218_OUT2.jpg,18/02/2020,Packaging & Content,"Laboratorios Normon, S.A.",,,,,,,,ESOMEPRAZOLE (SODIUM) INJ/INF 40MG,,,,
ETAN09,ETAN09_20200317_OUT1.jpg,17/03/2020,Packaging,Pfizer,,,,,,,,ETANERCEPT (ENBREL MYCLIC) PREFILLED PEN 50MG,,,,
ETAN09,ETAN09_20200317_OUT2.jpg,17/03/2020,Packaging,Pfizer,,,,,,,,ETANERCEPT (ENBREL MYCLIC) PREFILLED PEN 50MG,,,,
ETAN09,ETAN09_20200317_OUT3.jpg,17/03/2020,Packaging,Pfizer,,,,,,,,ETANERCEPT (ENBREL MYCLIC) PREFILLED PEN 50MG,,,,
ETAN09,ETAN09_20200317_OUT4.jpg,17/03/2020,Content,Pfizer,,,,,,,,ETANERCEPT (ENBREL MYCLIC) PREFILLED PEN 50MG,,,,
ETAN09,ETAN09_20200317_OUT5.jpg,17/03/2020,Content,Pfizer,,,,,,,,ETANERCEPT (ENBREL MYCLIC) PREFILLED PEN 50MG,,,,
ETHO01,ETHO01_20200220_INN1.jpg,20/02/2020,Loose pill,ERFA Canada,P-D 237,[NOIMPRINT],Translucent Red,Oblong,,,,ETHOSUXIMIDE CAPSULE 250MG,,,,
ETHO01,ETHO01_20200220_OUT1.jpg,20/02/2020,Packaging,ERFA Canada,,,,,,,,ETHOSUXIMIDE CAPSULE 250MG,,,,
EXEN06,EXEN06_20200317_OUT1.jpg,17/03/2020,Packaging,AstraZeneca,,,,,,,,EXENATIDE PROLONGED RELEASE PEN 2MG,,,,
EXEN06,EXEN06_20200317_OUT2.jpg,17/03/2020,Content,AstraZeneca,,,,,,,,EXENATIDE PROLONGED RELEASE PEN 2MG,,,,
EXEN06,EXEN06_20200317_OUT3.jpg,17/03/2020,Content,AstraZeneca,,,,,,,,EXENATIDE PROLONGED RELEASE PEN 2MG,,,,
FACT14,FACT14_20200406_OUT1.jpg,06/04/2020,Packaging,CSL Behring,,,,,,,,FACTOR VIII (HUMAN)+VWF (BIOSTATE) INJECTION 250 IU+500 IU,,,,
FACT14,FACT14_20200406_OUT2.jpg,06/04/2020,Packaging,CSL Behring,,,,,,,,FACTOR VIII (HUMAN)+VWF (BIOSTATE) INJECTION 250 IU+500 IU,,,,
FACT14,FACT14_20200406_OUT3.jpg,06/04/2020,Content,CSL Behring,,,,,,,,FACTOR VIII (HUMAN)+VWF (BIOSTATE) INJECTION 250 IU+500 IU,,,,
FACT14,FACT14_20200406_OUT4.jpg,06/04/2020,Content,CSL Behring,,,,,,,,FACTOR VIII (HUMAN)+VWF (BIOSTATE) INJECTION 250 IU+500 IU,,,,
FACT22,FACT22_20200317_OUT1.jpg,17/03/2020,Packaging,CSL Behring,,,,,,,,FACTOR IX COMPLEX (PROTHROMBINEX-VF) (RC) INJECTION 500 IU,,,,
FACT22,FACT22_20200317_OUT2.jpg,17/03/2020,Content,CSL Behring,,,,,,,,FACTOR IX COMPLEX (PROTHROMBINEX-VF) (RC) INJECTION 500 IU,,,,
FACT22,FACT22_20200317_OUT3.jpg,17/03/2020,Packaging,CSL Behring,,,,,,,,FACTOR IX COMPLEX (PROTHROMBINEX-VF) (RC) INJECTION 500 IU,,,,
FAKT01,FAKT01_20200215_OUT1.jpg,15/02/2020,Packaging,Takeda,,,,,,,,FAKTU (OR EQUIV) OINTMENT 20G,,,,
FAKT01,FAKT01_20200215_OUT2.jpg,15/02/2020,Content,Takeda,,,,,,,,FAKTU (OR EQUIV) OINTMENT 20G,,,,
FAKT01,FAKT01_20200215_OUT3.jpg,15/02/2020,Packaging,Takeda,,,,,,,,FAKTU (OR EQUIV) OINTMENT 20G,,,,
FAKT01,FAKT01_20200215_OUT4.jpg,15/02/2020,Packaging & Content,Takeda,,,,,,,,FAKTU (OR EQUIV) OINTMENT 20G,,,,
FAMO01,FAMO01_20200211_INN1.jpg,11/02/2020,Loose pill,Jean-Marie,JM,40,Orange,Round,,,,FAMOTIDINE TABLET 40MG,,,,
FAMO01,FAMO01_20200211_OUT1.jpg,11/02/2020,Packaging,Jean-Marie,,,,,,,,FAMOTIDINE TABLET 40MG,,,,
FAMO02,FAMO02_20200213_INN1.jpg,13/02/2020,Loose pill,Jean-Marie,JM,20,Orange,Round,,,,FAMOTIDINE TABLET 20MG,,,,
FAMO02,FAMO02_20200213_OUT1.jpg,13/02/2020,Packaging,Jean-Marie,,,,,,,,FAMOTIDINE TABLET 20MG,,,,
FERR10,FERR10_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Vifor Pharma,,,,,,,,FERRUM HAUSMANN (OR EQUIV) DROPS 50MG FE/ML,,,,
FERR10,FERR10_20200215_OUT2.jpg,15/02/2020,Packaging,Vifor Pharma,,,,,,,,FERRUM HAUSMANN (OR EQUIV) DROPS 50MG FE/ML,,,,
FERR10,FERR10_20200215_OUT3.jpg,15/02/2020,Packaging,Vifor Pharma,,,,,,,,FERRUM HAUSMANN (OR EQUIV) DROPS 50MG FE/ML,,,,
FERR31,FERR31_20200213_INN1.jpg,13/02/2020,Loose pill,APT Pharma,APT,Fe,Red,Round,,,,FERROUS SULPHATE TABLET 300MG,,,,
FERR31,FERR31_20200213_OUT1.jpg,13/02/2020,Packaging,APT Pharma,,,,,,,,FERROUS SULPHATE TABLET 300MG,,,,
FILG11,FILG11_20200317_OUT1.jpg,17/03/2020,Packaging,Sandoz,,,,,,,,FILGRASTIM (ZARZIO) PREFILLED SYRINGE 30MU (300MCG)/0.5ML,,,,
FILG11,FILG11_20200317_OUT2.jpg,17/03/2020,Content,Sandoz,,,,,,,,FILGRASTIM (ZARZIO) PREFILLED SYRINGE 30MU (300MCG)/0.5ML,,,,
FILG11,FILG11_20200317_OUT3.jpg,17/03/2020,Packaging,Sandoz,,,,,,,,FILGRASTIM (ZARZIO) PREFILLED SYRINGE 30MU (300MCG)/0.5ML,,,,
FILG11,FILG11_20200317_OUT4.jpg,17/03/2020,Packaging,Sandoz,,,,,,,,FILGRASTIM (ZARZIO) PREFILLED SYRINGE 30MU (300MCG)/0.5ML,,,,
FLEE03,FLEE03_20200215_OUT1.jpg,15/02/2020,Packaging & Content,"Fleet Company, Inc.",,,,,,,,FLEET (OR EQUIV) FOR CHILDREN ENEMA 66.6ML,,,,
FLEE03,FLEE03_20200215_OUT2.jpg,15/02/2020,Packaging,"Fleet Company, Inc.",,,,,,,,FLEET (OR EQUIV) FOR CHILDREN ENEMA 66.6ML,,,,
FLEE03,FLEE03_20200215_OUT3.jpg,15/02/2020,Packaging,"Fleet Company, Inc.",,,,,,,,FLEET (OR EQUIV) FOR CHILDREN ENEMA 66.6ML,,,,
FLUD01,FLUD01_20200317_INN1.jpg,17/03/2020,Loose pill,Haupt Pharma Amareg GmbH,FT01,[NOIMPRINT],White,Round,S2,,,FLUDROCORTISONE ACETATE TABLET 100MCG,,,,
FLUD01,FLUD01_20200317_OUT1.jpg,17/03/2020,Packaging,Haupt Pharma Amareg GmbH,,,,,,,,FLUDROCORTISONE ACETATE TABLET 100MCG,,,,
FLUD01,FLUD01_20200317_OUT2.jpg,17/03/2020,Packaging,Haupt Pharma Amareg GmbH,,,,,,,,FLUDROCORTISONE ACETATE TABLET 100MCG,,,,
FLUO17,FLUO17_20200215_OUT1.jpg,15/02/2020,Packaging,Marching Pharmaceutical Ltd.,,,,,,,,FLUOCINOLONE ACETONIDE CREAM 0.025% 5G,,,,
FLUO34,FLUO34_20200213_INN1.jpg,13/02/2020,Loose pill,Apotex Inc.,APO,10,Green; White,Capsule,,,,FLUOXETINE (HCL) CAPSULE 10MG,,,,
FLUO34,FLUO34_20200213_OUT1.jpg,13/02/2020,Packaging,Apotex Inc.,,,,,,,,FLUOXETINE (HCL) CAPSULE 10MG,,,,
FLUO39,FLUO39_20200215_OUT1.jpg,15/02/2020,Packaging,Marching Pharmaceutical Ltd.,,,,,,,,FLUOCINOLONE ACETONIDE CREAM 0.005% 100G,,,,
FLUO41,FLUO41_20200220_OUT1.jpg,20/02/2020,Packaging,Mundipharma Pharmaceutical Ltd.,,,,,,,,FLUOCINOLONE ACETONIDE CREAM 0.0125% 100G,,,,
FLUO41,FLUO41_20200220_OUT2.jpg,20/02/2020,Packaging,Mundipharma Pharmaceutical Ltd.,,,,,,,,FLUOCINOLONE ACETONIDE CREAM 0.0125% 100G,,,,
FLUO41,FLUO41_20200220_OUT3.jpg,20/02/2020,Packaging,Mundipharma Pharmaceutical Ltd.,,,,,,,,FLUOCINOLONE ACETONIDE CREAM 0.0125% 100G,,,,
FLUO42,FLUO42_20200215_OUT1.jpg,15/02/2020,Packaging,Marching Pharmaceutical Ltd.,,,,,,,,FLUOCINOLONE ACETONIDE CREAM 0.025% 100G,,,,
FLUT02,FLUT02_20200215_OUT1.jpg,15/02/2020,Packaging & Content,GlaxoSmithKline,,,,,,,,FLUTICASONE PROPIONATE AQ NAS SPRAY 50MCG/SPRAY 150SPRAY(S),,,,
FLUT02,FLUT02_20200215_OUT2.jpg,15/02/2020,Packaging,GlaxoSmithKline,,,,,,,,FLUTICASONE PROPIONATE AQ NAS SPRAY 50MCG/SPRAY 150SPRAY(S),,,,
FLUT19,FLUT19_20200220_OUT1.jpg,20/02/2020,Packaging & Content,GlaxoSmithKline,,,,,,,,FLUTICASONE PROPIONATE INHALER 50MCG/DOSE 120DOSE(S),,,,
FLUT21,FLUT21_20200215_OUT1.jpg,15/02/2020,Packaging & Content,GlaxoSmithKline,,,,,,,,FLUTICASONE FUROATE NAS SPRAY 27.5MCG/SPRAY 120SPRAY(S),,,,
FLUT21,FLUT21_20200215_OUT2.jpg,15/02/2020,Packaging,GlaxoSmithKline,,,,,,,,FLUTICASONE FUROATE NAS SPRAY 27.5MCG/SPRAY 120SPRAY(S),,,,
FLUT21,FLUT21_20200215_OUT3.jpg,15/02/2020,Packaging,GlaxoSmithKline,,,,,,,,FLUTICASONE FUROATE NAS SPRAY 27.5MCG/SPRAY 120SPRAY(S),,,,
FLUT22,FLUT22_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Mundipharma Pharmaceutical Ltd.,,,,,,,,FLUTIFORM (OR EQUIV) INHALER 50MCG/5MCG 120DOSE(S),,,,
FLUT23,FLUT23_20200220_OUT1.jpg,20/02/2020,Packaging & Content,Mundipharma Pharmaceutical Ltd.,,,,,,,,FLUTIFORM (OR EQUIV) INHALER 125MCG/5MCG 120DOSE(S),,,,
FLUT23,FLUT23_20200220_OUT2.jpg,20/02/2020,Packaging,Mundipharma Pharmaceutical Ltd.,,,,,,,,FLUTIFORM (OR EQUIV) INHALER 125MCG/5MCG 120DOSE(S),,,,
FLUT23,FLUT23_20200220_OUT3.jpg,20/02/2020,Packaging,Mundipharma Pharmaceutical Ltd.,,,,,,,,FLUTIFORM (OR EQUIV) INHALER 125MCG/5MCG 120DOSE(S),,,,
FLUT24,FLUT24_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Mundipharma Pharmaceutical Ltd.,,,,,,,Inhaler inside,FLUTIFORM (OR EQUIV) INHALER 250MCG/10MCG 120DOSE(S),,,,
FLUT24,FLUT24_20200215_OUT2.jpg,15/02/2020,Packaging,Mundipharma Pharmaceutical Ltd.,,,,,,,,FLUTIFORM (OR EQUIV) INHALER 250MCG/10MCG 120DOSE(S),,,,
FOLI01,FOLI01_20200211_INN1.jpg,11/02/2020,Loose pill,Jean-Marie,f,[NOIMPRINT],Yellow,Round,,,,FOLIC ACID TABLET 5MG,,,,
FOLI01,FOLI01_20200211_OUT1.jpg,11/02/2020,Packaging,Jean-Marie,,,,,,,,FOLIC ACID TABLET 5MG,,,,
FOLI02,FOLI02_20200215_INN1.jpg,15/02/2020,Loose pill,EBEWE Pharma,[NOIMPRINT],[NOIMPRINT],Light Green; White,Capsule,,,,FOLINIC ACID CAPSULE 15MG,,,,
FOLI02,FOLI02_20200215_OUT1.jpg,15/02/2020,Packaging,EBEWE Pharma,,,,,,,,FOLINIC ACID CAPSULE 15MG,,,,
FOSF04,FOSF04_20200215_OUT1.jpg,15/02/2020,Packaging,Zambon,,,,,,,,FOSFOMYCIN (TROMETAMOL) GRANULES 3G/SACHET,,,,
FOSF04,FOSF04_20200215_OUT2.jpg,15/02/2020,Packaging,Zambon,,,,,,,,FOSFOMYCIN (TROMETAMOL) GRANULES 3G/SACHET,,,,
FOSF04,FOSF04_20200215_OUT3.jpg,15/02/2020,Content,Zambon,,,,,,,,FOSFOMYCIN (TROMETAMOL) GRANULES 3G/SACHET,,,,
FRUS06,FRUS06_20200317_OUT1.jpg,17/03/2020,Packaging,(?) SM,,,,,,,,FRUSEMIDE (FUROSEMIDE) SYRUP 20MG/5ML,,,,
FUSI04,FUSI04_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Leo Laboratories Ltd.,,,,,,,,FUSIDIC ACID CREAM 2% 15G,,,,
FUSI04,FUSI04_20200215_OUT2.jpg,15/02/2020,Packaging,Leo Laboratories Ltd.,,,,,,,,FUSIDIC ACID CREAM 2% 15G,,,,
FUSI04,FUSI04_20200215_OUT3.jpg,15/02/2020,Packaging,Leo Laboratories Ltd.,,,,,,,,FUSIDIC ACID CREAM 2% 15G,,,,
FUSI04,FUSI04_20200220_OUT1.jpg,20/02/2020,Packaging & Content,Amdipharm Ltd.,,,,,,,,FUSIDIC ACID CREAM 2% 15G,,,,
FUSI04,FUSI04_20200220_OUT2.jpg,20/02/2020,Packaging,Amdipharm Ltd.,,,,,,,,FUSIDIC ACID CREAM 2% 15G,,,,
FUSI04,FUSI04_20200220_OUT3.jpg,20/02/2020,Packaging,Amdipharm Ltd.,,,,,,,,FUSIDIC ACID CREAM 2% 15G,,,,
FUSI05,FUSI05_20200215_OUT1.jpg,15/02/2020,Packaging & Content,Leo Laboratories Ltd.,,,,,,,,FUSIDATE SODIUM OINTMENT 2% 5G,,,,
FUSI05,FUSI05_20200215_OUT2.jpg,15/02/2020,Packaging,Leo Laboratories Ltd.,,,,,,,,FUSIDATE SODIUM OINTMENT 2% 5G,,,,
FUSI05,FUSI05_20200215_OUT3.jpg,15/02/2020,Packaging,Leo Laboratories Ltd.,,,,,,,,FUSIDATE SODIUM OINTMENT 2% 5G,,,,
GANC01,GANC01_20200218_OUT1.jpg,18/02/2020,Content,?,,,,,,,,GANCICLOVIR (SODIUM) INJECTION 500MG,,,,
GANC01,GANC01_20200218_OUT2.jpg,18/02/2020,Content,?,,,,,,,,GANCICLOVIR (SODIUM) INJECTION 500MG,,,,
GENT02,GENT02_20200218_OUT1.jpg,18/02/2020,Content,Rotexmedica,,,,,,,,GENTAMICIN INJECTION 40MG/ML 2ML,,,,
GENT02,GENT02_20200218_OUT2.jpg,18/02/2020,Packaging,Rotexmedica,,,,,,,,GENTAMICIN INJECTION 40MG/ML 2ML,,,,
GENT32,GENT32_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Alcon,,,,,,,,GENTEAL (OR EQUIV) EYE GEL 10G,,,,
GENT32,GENT32_20200218_OUT2.jpg,18/02/2020,Packaging,Alcon,,,,,,,,GENTEAL (OR EQUIV) EYE GEL 10G,,,,
GENT32,GENT32_20200218_OUT3.jpg,18/02/2020,Packaging,Alcon,,,,,,,,GENTEAL (OR EQUIV) EYE GEL 10G,,,,
GENT34,GENT34_20200218_OUT1.jpg,18/02/2020,Packaging & Content,Egyptian Int. Pharmaceutical,,,,,,,,GENTAMICIN EYE/EAR DROPS 0.3% 10ML,,,,
GENT34,GENT34_20200218_OUT2.jpg,18/02/2020,Packaging,Egyptian Int. Pharmaceutical,,,,,,,,GENTAMICIN EYE/EAR DROPS 0.3% 10ML,,,,
GLIP01,GLIP01_20200813_INN1.jpg,13/8/2020,Loose pill,APT Pharma,A,[NOIMPRINT],White,Round,,,,GLIPIZIDE TABLET 5MG,,,,
GLIP01,GLIP01_20200813_OUT1.jpg,13/8/2020,Packaging,APT Pharma,,,,,,,,GLIPIZIDE TABLET 5MG,,,,
GLIP01,GLIP01_20200813_OUT2.jpg,13/8/2020,Packaging,APT Pharma,,,,,,,,GLIPIZIDE TABLET 5MG,,,,
GLYC05,GLYC05_20200218_OUT1.jpg,18/02/2020,Packaging & Content,G. Pohi-Boskamp GmbH & Co. KG,,,,,,,,GLYCERYL TRINITRATE SPRAY 0.4MG/DOSE 200DOSE(S),,,,
GLYC05,GLYC05_20200218_OUT2.jpg,18/02/2020,Packaging,G. Pohi-Boskamp GmbH & Co. KG,,,,,,,,GLYCERYL TRINITRATE SPRAY 0.4MG/DOSE 200DOSE(S),,,,
GLYC23,GLYC23_20200218_OUT1.jpg,18/02/2020,Content,Hameln Pharmacueticals Gmbh,,,,,,,,GLYCERYL TRINITRATE (NO ALCOHOL) INFUSION 1MG/ML 10ML,,,,
GLYC23,GLYC23_20200218_OUT2.jpg,18/02/2020,Packaging,Hameln Pharmacueticals Gmbh,,,,,,,,GLYCERYL TRINITRATE (NO ALCOHOL) INFUSION 1MG/ML 10ML,,,,
